序号,题目,选项1,选项2,选项3,选项4,正确答案,正确奖励id,错误奖励id,精灵id
826,南水北调工程的“水”主要指的是哪条江河？,长江,珠江,黄河,淮河,1,5900,5910,
827,白果是哪种植物的果实？,银杏,苹果,梨,香蕉,1,5900,5910,
828,世界三大饮料咖啡、可可还有一个是中国的什么？,茶,红牛,凉茶,奶茶,1,5900,5910,
829,法国人称自己心爱的人为？,卷心菜,小甜菜,小甜甜,黄金虫,1,5900,5910,
830,我国的国家公园指的是？,风景名胜区,植物园,动物园,公园,1,5900,5910,
831,河马在水中用什么姿势游泳？,不会游泳,狗刨,自由式,仰泳,1,5900,5910,
832,睡觉的最佳方向是？,头南脚北,头西脚东,头东脚西,都一样,1,5900,5910,
833,红外线不具备的特征是？,穿透墙壁,用于通讯,用于医疗,强热能,1,5900,5910,
834,我国著名的九寨沟，沟内有九个什么民族的村寨？,藏族,壮族,回族,彝族,1,5900,5910,
835,世界上种植面积最大、种植量最广泛的粮食作物是什么？,小麦,玉米,土豆,地瓜,1,5900,5910,
836,发烧时不宜喝什么饮料？,浓茶,果汁,汽水,咖啡,1,5900,5910,
837,"有""植物熊猫""之称的是？",银杉,银杏,水杉,菊花,1,5900,5910,
838,宋氏家族中哪位是孙中山先生的夫人？,宋庆龄,宋霭龄,宋美龄,宋子文,1,5900,5910,
839,中国最具代表性的古代建筑物是什么？,长城,故宫,天安门,圆明园,1,5900,5910,
840,旧称“北平”是现在中国的哪座城市？,北京,河北,山东,江西,1,5900,5910,
841,下列不属于我国古代四大发明的是？,蒸汽机,指南针,印刷术,火药,1,5900,5910,
842,标志着抗日战争爆发的芦沟桥事变是在哪一年？,1937年,1938年,1935年,1949年,1,5900,5910,
843,中国十大元帅中不包括谁？,毛泽东,叶剑英,贺龙,刘伯承,1,5900,5910,
844,美国第一任总统是谁？,华盛顿,罗斯福,拿破仑,林肯,1,5900,5910,
845,谁就任中华民国临时大总统，标志北洋军阀统治的开始？,袁世凯,孙中山,蒋介石,段祺瑞,1,5900,5910,
846,下列哪个被称为我国最大的古典艺术宝库？,敦煌莫高窟,乐山大佛,布达拉宫,秦始皇兵马俑,1,5900,5910,
847,人类最早发明的水上交通工具是什么？,独木舟,皮划艇,大象,鳄鱼,1,5900,5910,
848,数学符号中的“0”起源于？,古印度,古希腊,古埃及,中国,1,5900,5910,
849,爱国华侨陈嘉庚出资兴建的大学是哪一所？,厦门大学,浙江大学,汕头大学,暨南大学,1,5900,5910,
850,“下半旗致哀”的由来是源于什么人物的去世？,船长,皇帝,族长,村长,1,5900,5910,
851,下列美国总统哪一位没在被刺杀中遇难？,罗斯福,林肯,肯尼迪,麦金莱,1,5900,5910,
852,中国近代史第一次鸦片战争是何时开始的？,1840年,1845年,1849年,1937年,1,5900,5910,
853,中华人民共和国国旗五星红旗的设计者是？,曾联松,梁思成,毛泽东,周恩来,1,5900,5910,
854,下列农民起义哪次是洪秀全领导的？,金田起义,赤眉起义,黄巾起义,广州起义,1,5900,5910,
855,第二次世界大战是哪一年爆发的？,1939年,1949年,1937年,1945年,1,5900,5910,
856,第二次世界大战中死亡人数最多的国家是？,前苏联,中国,日本,德国,1,5900,5910,
857,二战后，被处死的日本甲级战犯中哪位时任内阁首相？,东条英机,广田弘毅,野田佳彦,安倍晋三,1,5900,5910,
858,我国抗日战争期间八路军的总指挥是？,朱德,彭德怀,周恩来,何应钦,1,5900,5910,
859,和平解放北平是在解放战争三大战役中哪一次？,平津战役,淮海战役,辽沈战役,淞沪战役,1,5900,5910,
860,美国是于哪一年宇宙飞船登月成功？,1966年,1965年,1968年,1979年,1,5900,5910,
861,“红娘”由来是出自下列哪部古典名剧？,《西厢记》,《桃花扇》,《红楼梦》,《白蛇传》,1,5900,5910,
862,唐三彩的三彩是指哪三种颜色？,黄白绿,红黄蓝,红白黄,青蓝紫,1,5900,5910,
863,新文化运动最早在哪所大学展开？,北京大学,清华大学,南开大学,哈佛大学,1,5900,5910,
864,我国古代兵符是雕刻成哪种动物的形状？,虎,龙,仙鹤,豺狼,1,5900,5910,
865,三国中的魏王是谁？,曹操,曹丕,曹睿,曹植,1,5900,5910,
866,岳飞是哪个朝代的抗金名将？,宋朝,唐朝,明朝,元朝,1,5900,5910,
867,婚礼上放鞭炮最初是为了？,震妖除邪,增加喜庆,寓意如意吉祥,庆贺佳人进门,1,5900,5910,
868,古代科举考试最后在殿试中考取第二名被称为是？,榜眼,探花,状元,人才,1,5900,5910,
869,清朝的统治者是哪个少数民族？,满清,蒙古族,回族,黎族,1,5900,5910,
870,我国历史上“代父从军”这个故事的主人公是谁？,花木兰,杨排风,穆桂英,杨八妹,1,5900,5910,
871,青藏高原上现存的古代宫殿叫什么？,布达拉宫,白金汉宫,克林姆林宫,故宫,1,5900,5910,
872,中国历史上第一个朝代是？,夏朝,周朝,商朝,春秋战国,1,5900,5910,
873,中国历史上第一位女皇帝是？,武则天,慈禧,苏妲己,杨玉环,1,5900,5910,
874,古代科举制度中，乡试中试者称为什么？,举人,状元,榜眼,探花,1,5900,5910,
875,世界上最早的纸币叫什么？,交子,包子,饺子,耗子,1,5900,5910,
876,商代文物“后母戊鼎”是什么材质的？,青铜,陶,瓷,木头,1,5900,5910,
877,唐朝被列为贡品的水果是什么？,荔枝,苹果,桂圆,山竹,1,5900,5910,
878,古人对“六十岁”年龄的人的称呼是？,花甲,古稀,而立,不惑,1,5900,5910,
879,我国古代“十恶不赦”中的首恶是？,谋反,不义,不孝,辱骂朝廷命官,1,5900,5910,
880,著名古迹“秦始皇兵马俑”位于我国哪个省份？,陕西,山西,甘肃,青海,1,5900,5910,
881,下列哪个尊称是对古代太子的尊称？,殿下,阁下,陛下,私下,1,5900,5910,
882,人类最早使用的金属是？,铜,金,银,铁,1,5900,5910,
883,精忠报国，三字冤狱千古白纪念的是谁？,岳飞,闻一多,文天祥,秦桧,1,5900,5910,
884,按照清朝大律，武官出行骑马，文官出行的交通工具是什么？,轿子,骑马,马车,徒步,1,5900,5910,
885,史书《资治通鉴》是属于哪一类体例的历史？,编年体,纪传体,通史,国别体,1,5900,5910,
886,历史上“焚书坑儒”指的中国的哪一位皇帝？,秦始皇,赵高,武则天,康熙,1,5900,5910,
887,古代已婚妇人被称为“张王氏”，这个妇人在出嫁前姓什么？,王,张,张王,李,1,5900,5910,
888,我国古代称女子“害喜”是指她怎么了？,怀孕,生病,去世,结婚,1,5900,5910,
889,史记的作者是？,司马迁,司马光,司马懿,司马昭,1,5900,5910,
890,中华上下多少年历史？,5000,6000,3000,2000,1,5900,5910,
891,大禹治水几次路过家门而不入？,3,5,8,2,1,5900,5910,
892,中国历史上疆域最大的朝代是？,元朝,唐朝,清朝,周朝,1,5900,5910,
893,清朝的都城在？,北京,西安,南京,杭州,1,5900,5910,
894,黄帝在哪个战役中战胜了蚩尤？,涿鹿之战,牧野之战,赤壁之战,淝水之战,1,5900,5910,
895,造纸术是谁发明的？,蔡伦,张衡,蔡文姬,蔡元培,1,5900,5910,
896,下列不是四大古都的是？,杭州,北京,南京,长安,1,5900,5910,
897,下列我国哪个古迹被誉为“世界八大奇迹”？,秦始皇兵马俑,万里长城,乐山大佛,敦煌,1,5900,5910,
898,我国最早的人类是？,元谋人,北京人,山顶洞人,丁村人,1,5900,5910,
899,春秋时的齐国鲁国是现在的哪个省？,山东,天津,江苏,北京,1,5900,5910,
900,人类最古老的绘画形式是什么？,壁画,铅笔画,油墨画,水彩画,1,5900,5910,
901,“念慈”是古代对对方亲属中哪一位的尊称？,母亲,伯母,父亲,姐姐,1,5900,5910,
902,相传我国古代能作“掌上舞”的人是？,赵飞燕,杨玉环,西施,貂蝉,1,5900,5910,
903,我国道家学派创始人是？,老子,庄子,孟子,孔子,1,5900,5910,
904,下列古代盛世哪个是李世民统治的时期？,贞观之治,文景之治,成康之治,康乾之治,1,5900,5910,
905,猜一猜，我国古代哪个朝代的“状元”最多？,唐朝,宋朝,清朝,元朝,1,5900,5910,
906,下列历史上的大动乱跟吴三桂有关？,三藩之乱,八王之乱,七国之乱,安史之乱,1,5900,5910,
907,下列古都哪个被称为“六朝古都”？,南京,北京,西安,上海,1,5900,5910,
908,下列哪次古代著名战役确立了三国鼎立局面？,赤壁之战,官渡之战,夷陵之战,长平之战,1,5900,5910,
909,“乐府”最早是指？,音乐机构,文学体裁,古代的夜总会,饭馆,1,5900,5910,
910,古人的婚礼在什么时间举行？,傍晚,早晨,正午,午夜,1,5900,5910,
911,“结发”在古时是指结婚时？,把夫妻头发束在一起,妻把头发束起来,夫把头发束起来,夫把妻头发打结,1,5900,5910,
912,有一位唐代皇帝特别精通音律，其作品影响深远，这位皇帝是？,唐玄宗,武则天,秦始皇,康熙,1,5900,5910,
913,屈原是春秋时代哪国人？,楚国,秦国,吴国,魏国,1,5900,5910,
914,我国历史上第一部编年体史书是？,春秋,论语,孟子,诗经,1,5900,5910,
915,清朝太后身边最著名的贴身太监叫什么？,李莲英,安德海,傅仪,小桂子,1,5900,5910,
916,我国古代“战国七雄”是指齐、楚、燕、韩、魏、秦和哪个国家？,赵,宋,清,罕,1,5900,5910,
917,古代宫殿大门前成对的石狮一般都是？,左雌右雄,左雄右雌,两雄,随便放置,1,5900,5910,
918,唐太宗时期以极言直谏闻名的宰相是？,魏征,李义府,许敬宗,上官仪,1,5900,5910,
919,马可波罗是在哪个朝代来到中国的？,元朝,清朝,唐朝,宋朝,1,5900,5910,
920,中国古代第一个统一的封建王朝是？,秦朝,汉朝,周朝,唐朝,1,5900,5910,
921,贞观之治指的是哪位帝王的统治？,李世民,李隆基,李治,李密,1,5900,5910,
922,唐朝的都城在？,长安,洛阳,汴梁,成都,1,5900,5910,
923,明朝的开国皇帝是？,朱元璋,李世民,赵匡胤,刘邦,1,5900,5910,
924,下列不是四书五经的是？,韩非子,论语,尚书,诗经,1,5900,5910,
925,胯下之辱说的是谁？,韩信,刘邦,萧何,张飞,1,5900,5910,
926,七步诗的作者是？,曹植,司马懿,诸葛亮,周瑜,1,5900,5910,
927,楚汉之争刘邦在哪个战役中击败项羽？,垓下之战,赤壁之战,淝水之战,涿鹿之战,1,5900,5910,
928,南宋的开国皇帝是？,赵构,赵匡胤,赵光义,赵子龙,1,5900,5910,
929,北宋的都城在？,汴梁,洛阳,安阳,长安,1,5900,5910,
930,儒家学派的创始人是？,孔子,孟子,老子,孙子,1,5900,5910,
931,明朝迁都北京的皇帝是？,朱棣,朱元璋,朱允炆,朱标,1,5900,5910,
932,韩信是哪个朝代的军事将领？,汉朝,唐朝,秦朝,三国,1,5900,5910,
933,唐朝的开国皇帝是？,李渊,李世民,李隆基,李密,1,5900,5910,
934,开通京杭大运河的是？,隋炀帝杨广,隋文帝杨坚,汉高祖刘邦,秦始皇,1,5900,5910,
935,四库全书是在哪位皇帝的支持下编撰的？,乾隆,康熙,雍正,李世民,1,5900,5910,
936,四书五经中四书中没有的是？,老子,孟子,大学,中庸,1,5900,5910,
937,中国历史上东周又称为？,春秋战国,春秋,战国,五代十国,1,5900,5910,
938,华夏文明形成于？,黄河流域,长江流域,淮河流域,珠江流域,1,5900,5910,
939,中国历史上时间最长的朝代是？,周朝,商朝,汉朝,唐朝,1,5900,5910,
940,甲骨文是哪个朝代的文字？,商朝,周朝,夏朝,春秋战国,1,5900,5910,
941,秦朝建国于哪一年？,公元前221,公元221,公元前207,公元220,1,5900,5910,
942,秦孝公任用谁变法使秦国成为七雄中最强的国家？,商鞅,吕不韦,李斯,赵高,1,5900,5910,
943,中国历史上被称为千古一帝的是？,秦始皇,汉高祖刘邦,唐太宗李世明,周武王,1,5900,5910,
944,开元盛世说的是哪位皇帝？,唐玄宗李隆基,唐太宗李世民,汉武帝刘彻,隋文帝杨坚,1,5900,5910,
945,昭君出塞发生在中国古代哪个朝代？,汉朝,唐朝,北宋,隋朝,1,5900,5910,
946,中国历史上的“玄武门之变”发生在哪个朝代？,唐朝,汉朝,北宋,秦朝,1,5900,5910,
947,安史之乱发生在哪个朝代？,唐朝,隋朝,汉朝,明朝,1,5900,5910,
948,丝绸之路始于哪个朝代？,汉朝,唐朝,隋朝,宋朝,1,5900,5910,
949,科举制始于哪个朝代？,隋朝,汉朝,唐朝,明朝,1,5900,5910,
950,中国的原始社会开始大约于多少年前？,170万,100万,300万,250万,1,5900,5910,
951,中国最早的奴隶制国家是？,夏朝,商朝,周朝,秦朝,1,5900,5910,
952,靖康之耻发生在哪个朝代？,宋朝,唐朝,汉朝,明朝,1,5900,5910,
953,清明上河图描绘的是哪个地方的繁荣之貌？,汴梁,洛阳,长安,北京,1,5900,5910,
954,“围魏救赵”发生在哪个朝代？,战国,春秋,五代十国,南北朝,1,5900,5910,
955,西夏的开国皇帝是？,李元昊,李治,李隆基,李显,1,5900,5910,
956,“千年帝都，牡丹花城”是？,洛阳,长安,北京,南京,1,5900,5910,
957,长城始建于哪个朝代？,春秋战国,秦朝,汉朝,唐朝,1,5900,5910,
958,东汉的开国皇帝是？,汉光武帝刘秀,汉高祖刘邦,汉武帝刘彻,汉献帝刘协,1,5900,5910,
959,名医华佗死于谁之手？,曹操,刘备,孙权,曹植,1,5900,5910,
960,三国志的作者是？,陈寿,诸葛亮,周瑜,司马懿,1,5900,5910,
961,《史记》是中国历史上第一部？,纪传体通史,编年体通史,国别体通史,纪事本末体通史,1,5900,5910,
962,中国历史上最后一个由汉族建立的中原王朝是？,明朝,宋朝,唐朝,元朝,1,5900,5910,
963,洪武之治与哪位帝王有关？,明太祖朱元璋,明成祖朱棣,明惠宗朱允炆,汉景帝刘启,1,5900,5910,
964,明朝由盛转衰的一个转折点是？,土木堡之变,玄武门之变,陈桥兵变,戊戌政变,1,5900,5910,
965,大明宫是哪个朝代的？,唐朝,汉朝,明朝,隋朝,1,5900,5910,
966,阿方宫是哪个朝代的？,秦朝,汉朝,春秋,唐朝,1,5900,5910,
967,清朝是中国历史上第几个由少数民族建立的统一政权？,二,一,三,四,1,5900,5910,
968,元朝的开国皇帝是？,忽必烈,成吉思汗,蒙哥,努力哈赤,1,5900,5910,
969,《出师表》的作者是？,诸葛亮,司马懿,周瑜,刘禅,1,5900,5910,
970,三国时期的董卓被谁所杀？,吕布,关羽,曹操,吕小布,1,5900,5910,
971,西晋的开国君主是？,司马炎,司马昭,司马懿,曹丕,1,5900,5910,
972,下列哪位不是蜀汉的五虎上将？,魏延,关羽,张飞,赵云,1,5900,5910,
973,黄帝和炎帝在中原为争夺部落联盟首领而爆发了？,阪泉之战,涿鹿之战,官渡之战,垓下之战,1,5900,5910,
974,百家争鸣特指的中国古代是哪个时期？,春秋战国,五代十国,唐宋,明清,1,5900,5910,
975,北宋的开国皇帝是？,赵匡胤,赵光义,赵构,赵高,1,5900,5910,
976,斩蛇起义是谁的典故？,刘邦,项羽,黄巢,王莽,1,5900,5910,
977,中国历史上承五代十国、下启元朝的时代是？,宋朝,唐朝,明朝,三国,1,5900,5910,
978,世界上最早使用的纸币是？,交子,法郎,人民币,美元,1,5900,5910,
979,中国古代史止于？,1840年鸦片战争,辛亥革命,太平天国运动,义和团运动,1,5900,5910,
980,中国历史上在位时间最长的皇帝？,康熙,乾隆,汉武帝,李世民,1,5900,5910,
981,清朝的开国皇帝是？,皇太极,顺治,康熙,努尔哈赤,1,5900,5910,
982,烽火戏诸侯是哪个君王的闹剧？,周幽王,商纣王,夏桀王,周武王,1,5900,5910,
983,胡服骑射讲的是哪个国君？,赵武灵王,秦穆公,晋文公,齐桓公,1,5900,5910,
984,周武王在哪个战役中战胜商纣王？,牧野之战,涿鹿之战,官渡之战,垓下之战,1,5900,5910,
985,商朝的开国国君是？,商汤,盘庚,武丁,商纣,1,5900,5910,
986,王安石变法发生在哪个朝代？,宋朝,唐朝,汉朝,晋朝,1,5900,5910,
987,明太祖朱元璋在哪个地方称帝？,南京,北京,成都,杭州,1,5900,5910,
988,永乐大帝说的是？,明成祖朱棣,明太祖朱元璋,明熹宗朱由校,明惠宗朱允炆,1,5900,5910,
989,煮酒论英雄讲的是哪个朝代的故事？,三国,春秋战国,五代十国,汉朝,1,5900,5910,
990,下列不是汉初三杰的是？,陈平,张良,萧何,韩信,1,5900,5910,
991,中国历史上第一次大规模的农民起义？,陈胜吴广起义,黄巢起义,天平天国起义,义和团起义,1,5900,5910,
992,十常侍之乱发生在哪个朝代？,东汉,西汉,东周,西周,1,5900,5910,
993,我国丞相制度被正式废除是在哪个时期？,明太祖朱元璋时期,汉武帝刘彻时期,宋太祖赵匡胤时期,清乾隆时期,1,5900,5910,
994,文景之治发生在哪个朝代？,汉朝,唐朝,隋朝,清朝,1,5900,5910,
995,唐太宗李世民在民生问题上采取了哪家学派的思想？,儒家,道家,法家,墨家,1,5900,5910,
996,“政启开元，治宏贞观”是谁的统治？,武则天,唐玄宗,唐太宗,隋文帝,1,5900,5910,
997,《一千零一夜》又名《天方夜谭》，这里的“天方”是指？,古代阿拉伯,古代罗马,古代希腊,数量,1,5900,5910,
998,我国农学史上最早的名著之一是？,《齐民要术》,《水经注》,《本草纲目》,《天工开物》,1,5900,5910,
999,《哈利.波特》一书作者是？,J.K.罗琳,萧伯纳,迪福,劳伦斯,1,5900,5910,
1000,最早的血压计用于测量谁的血压？,马,猪,牛,人,1,5900,5910,
1001,婴宁是谁笔下的人物？,蒲松龄,朱自清,老舍,李白,1,5900,5910,
